,year,title,director,cast,genre,producer,link,music
172,2019,Igloo,Bharath Mohan,"Amzath Khan, Anju Kurian, RJ Vigneshkanth",,Drumsticks Productions,/wiki/Igloo_(2019_film),
173,2019,Aadai,Rathnakumar,"Amala Paul, Ramya Subramanian, Vivek Prasanna",,V Studios,/wiki/Aadai,"Pradeep Kumar,musician,Pradeep Kumar,Oorka,band"
174,2019,Kadaram Kondan,Rajesh Selva,"Vikram, Akshara Haasan, Abi Hassan",,Raaj Kamal Films International,/wiki/Kadaram_Kondan,Ghibran
175,2019,Unarvu,Subu Venkat,"Suman, Aroul D. Shankar, Shinav, Ankitha",,Amrutha Film Center,/wiki/Unarvu,Nakul Abhyankar
176,2019,A1,Johnson,"Santhanam, Tara Alisha Berry, Yatin Karyekar",,CircleBox Entertainment,/wiki/A1_(2019_film),
177,2019,Aaradi,Santhosh,"Vijayaraj, Deepika Rangaraj",,Shiva Kudumbam Films,,
178,2019,Chennai Palani Mars,Biju Viswanath,"Praveen Raja, Rajesh Giriprasad, Rajkumar",,Vijay Sethupathi Productions,/wiki/Chennai_Palani_Mars,Niranjan Babu
179,2019,Kolanji,Dhanaram Saravanan,"Samuthirakani, Sanghavi, Rajaji, Naina Sarwar",,White Shadows Productions,/wiki/Kolanji,Natarajan Sankaran
180,2019,Jackpot,Kalyaan,"Jyothika, Revathi, Yogi Babu, Rajendran",,2D Entertainment,/wiki/Jackpot_(2019_film),
181,2019,Kazhugu 2,Sathyasiva,"Krishna, Bindu Madhavi, Kaali Venkat",,Madukkur Movie Makers,/wiki/Kazhugu_2,Yuvan Shankar Raja
182,2019,Thorati,P. Marimuthu,"Shaman Mithru, Sathyakala, Azhagu",,Shaman Pictures,/wiki/Thorati,"Ved Shankar,Jithin K. Roshan"
183,2019,Nerkonda Paarvai,H. Vinoth,"Ajith Kumar, Shraddha Srinath, Rangaraj Pandey",,Zee Studios,/wiki/Nerkonda_Paarvai,Yuvan Shankar Raja
184,2019,Kolaiyuthir Kaalam,Chakri Toleti,"Nayanthara, Bhumika Chawla, Rohini Hattangadi",,Etcetera Entertainment,/wiki/Kolaiyuthir_Kaalam,Achu Rajamani
185,2019,Reel,Munuswamy,"Uday Raj, Avanthika",,Sree Muruka Movie Makers,,
186,2019,Seemapuram,Jolyman,"Bruce Lee Rajesh, Vaishnavi, Jolyman",,JTR Movie,,
187,2019,Valaiyal,A. Gurusekara,"Sakthee Sivan, Manoj Bharathiraja, Bhavya Sri",,BR Movie Makers,,
188,2019,Comali,Pradeep Ranganathan,"Jayam Ravi, Kajal Aggarwal, Samyuktha Hegde",,Vels Films International,/wiki/Comali,Hiphop Tamizha
189,2019,Maankutty,M. Boobalan,"Suresh, Hemalatha",,V. N. Balan Pictures,,
190,2019,Puli Adichan Patti,Vaidyaa,"Vaidyaa, Ramesh",,Kudavarasi Movie Creations,,
191,2019,Kennedy Club,Suseenthiran,"Sasikumar, Bharathiraja, Gayathrie",,Nallusamy Pictures,/wiki/Kennedy_Club,D. Imman
192,2019,Bakrid,Jagadeesan Subu,"Vikranth, Vasundhara Kashyap, Rohit Pathak",,M10 Productions,/wiki/Bakrid_(film),D. Imman
193,2019,Mei,S. A. Bhaskaran,"Nicky Sundaram, Aishwarya Rajesh, Kishore",,Sundaram Productions,/wiki/Mei_(film),
194,2019,Mayuran,Nandan Subbrayan,"Anjan Dev, Ashmitha Dogra, Vela Ramamoorthy",,Pinnacle Film Studio,/wiki/Mayuran,"Jubin,Jerard Felix"
195,2019,Saaho,Sujeeth,"Prabhas, Shraddha Kapoor, Neil Nitin Mukesh, Arun Vijay",,UV Creations,/wiki/Saaho,"unbulleted list,Ghibran,ref,name,Ghibran,cite web,url,https,www.firstpost.com,entertainment,saaho,ghibran,replaces,shankar,ehsaan,loy,in,prabhas,magnum,opus,will,do,background,for,film,6714601.html,amp,title,Saaho,Ghibran replaces Shankar,Ehsaan,Loy in Prabhas,magnum opus,will do background score for film,website,First Post,ref,Tanishk Bagchi,Guru Randhawa,Badshah,rapper,Badshah,Shankar,Ehsaan,Loy"
196,2019,Sixer,Chachi,"Vaibhav, Palak Lalwani, Sathish",,Trident Arts,/wiki/Sixer_(2019_film),
197,2019,Magamuni,Santhakumar,"Arya, Mahima Nambiar, Indhuja Ravichandran",,Studio Green,/wiki/Magamuni,S. Thaman
198,2019,Sivappu Manjal Pachai,Sasi,"Siddharth, G. V. Prakash Kumar, Lijomol Jose, Kashmira Pardeshi",,Abhishek Films,/wiki/Sivappu_Manjal_Pachai,Siddhu Kumar
199,2019,Zombie,Bhuvan Nullan,"Yogi Babu, Yashika Aannand, Gopi Sudhakar",,S3 Pictures,/wiki/Zombie_(2019_film),
200,2019,En Kaadhali Scene Podura,Ram Sevaa,"Mahesh, Shalu Chourasiya, Gokulnath",,Shankar Movies International,/wiki/En_Kaadhali_Scene_Podura,Amresh Ganesh
201,2019,Ongala Podanum Sir,R. L. Ravi-Sreejith Vijayan,"Jithan Ramesh, Sanuja Somanath, Jonita Doda",,Zigma Films,/wiki/Ongala_Podanum_Sir,Rejimon
202,2019,Perunali,Citizen Mani,"Jayan, Nitheka Sree, Citizen Mani",,Margaret Anthony,,
203,2019,Kaappaan,K. V. Anand,"Suriya, Mohanlal, Arya, Sayyeshaa",,Lyca Productions,/wiki/Kaappaan,Harris Jayaraj
204,2019,Oththa Seruppu Size 7,Parthiepan,Parthiepan,,Bioscope Film Framers,/wiki/Oththa_Seruppu_Size_7,"unbulleted list,Santhosh Narayanan,One Song,C. Sathya,One Song"
205,2019,Super Duper,AK,"Dhruva, Indhuja, Sha Ra",,Flux Films,/wiki/Super_Duper_(film),
206,2019,Namma Veettu Pillai,Pandiraj,"Sivakarthikeyan, Aishwarya Rajesh, Anu Emmanuel",,Sun Pictures,/wiki/Namma_Veettu_Pillai,D. Imman
207,2019,Thittam Poattu Thirudura Kootam,Sudhar,"Chandran, Satna Titus, Parthiepan",,Two Movie Buffs,/wiki/Thittam_Poattu_Thirudura_Kootam,Ashwath
208,2019,100% Kadhal,M. M. Chandramouli,"G. V. Prakash Kumar, Shalini Pandey",,"Creative Cinemas NY, NJ Entertainment",/wiki/100%25_Kadhal,G. V. Prakash Kumar
209,2019,Asuran,Vetrimaaran,"Dhanush, Manju Warrier, Prakash Raj",,V Creations,/wiki/Asuran_(2019_film),
210,2019,Aruvam,Sai Sekhar,"Siddharth, Catherine Tresa, Kabir Duhan Singh",,Trident Arts,/wiki/Aruvam,S. Thaman
211,2019,Petromax,Rohin Venkatesan,"Tamannaah, Yogi Babu, Kaali Venkat",,Eagle's Eye Production,/wiki/Petromax_(film),
212,2019,Puppy,Natty Dev,"Varun, Samyuktha Hegde, Yogi Babu",,Vels Film International,/wiki/Puppy_(2019_film),
213,2019,Bow Bow,S. Pradeep Kilikar,"Master Ahaan, Shiva, Tejaswy",,London Talkies,/wiki/Bow_Bow,"Marc D. Muse,A. Denis Vallaban"
214,2019,Kaaviyyan,Sarathi,"Shaam, Sridevi Kumar, Athmiya Rajan",,2m Cinemas,/wiki/Kaaviyyan,Syam Mohan MM
215,2019,Bigil,Atlee,"Vijay, Nayanthara, Jackie Shroff",,AGS Entertainment,/wiki/Bigil,"A. R. Rahman,A. R. Rahman,Qutub,Kripa"
216,2019,Kaithi,Lokesh Kanagaraj,"Karthi, Narain, Dheena",,Dream Warrior Pictures,/wiki/Kaithi_(2019_film),
217,2019,Butler Balu,M. L. Suthir,"Gautham Krishna, Shalini",,Thozhaa Cine Creations,/wiki/Butler_Balu,Ganesh Raghavendra
218,2019,Miga Miga Avasaram,Suresh Kamatchi,"Sri Priyanka, Arish Kumar, Muthuraman",,V House Production,/wiki/Miga_Miga_Avasaram,Ishaan Dev
219,2019,Thavam,"Vijay Anand, Suriyan","Vasi Ashif, Pooja Shree, Seeman",,Ashif Film International,/wiki/Thavam_(2019_film),D. Imman
220,2019,Action,Sundar C,"Vishal, Tamannaah, Aishwarya Lekshmi",,Trident Arts,/wiki/Action_(2019_film),
221,2019,Sangathamizhan,Vijay Chander,"Vijay Sethupathi, Nivetha Pethuraj, Raashi Khanna",,Vijaya Productions,/wiki/Sangathamizhan,"Vivek,Mervin"
222,2019,Adithya Varma,Gireesaya,"Dhruv Vikram, Banita Sandhu, Priya Anand",,E4 Entertainment,/wiki/Adithya_Varma,"Soundtrack,Radhan,Harshavardhan Rameshwar"
223,2019,K. D.,Madhumitha,"Mu Ramaswamy, Nagavishal, Yog Japee",,Yoodlee Films,/wiki/K.D._(film),
224,2019,Maggy,Kartikeyen,"Doubt Senthil, Kaala Pradeep, Reeya Harini",,Sai Ganesh Pictures,,
225,2019,Panam Kaaikkum Maram,JP,"Akshay, Agalya, Badava Gopi, Bose Venkat",,Dharsh Show Company,,
226,2019,Pei Vaala Pudicha Kadha,Mankavasagam,"Anureethu, Dhivas, Motta Ravi, Nellai Siva",,Konoornadu Films,,
227,2019,Adutha Saattai,M. Anbazhagan,"Samuthirakani, Thambi Ramaiah, Athulya Ravi",,11: 11 Productions,/wiki/Adutha_Saattai,Justin Prabhakaran
228,2019,Azhiyatha Kolangal 2,M. R. Bharathi,"Prakash Raj, Revathi, Nassar, Archana",,Charulatha Films,/wiki/Azhiyatha_Kolangal_2,Aravind Siddhartha
229,2019,Enai Noki Paayum Thota,Gautham Menon,"Dhanush, Megha Akash, Sasikumar",,Ondraga Entertainment,/wiki/Enai_Noki_Paayum_Thota,Darbuka Siva
230,2019,Market Raja MBBS,Saran,"Arav, Kavya Thapar, Radhika Sarathkumar",,Surabi Films,/wiki/Market_Raja_MBBS,Simon K. King
231,2019,Theemaikum Nanmai Sei,Raghava Hari Kesava,"Vicky, Rathi",,MS Banana Films,,
232,2019,Dhanusu Raasi Neyargale,Sanjay Bharathi,"Harish Kalyan, Digangana Suryavanshi, Reba Monica John",,Sree Gokulam Movies,/wiki/Dhanusu_Raasi_Neyargale,Ghibran
233,2019,Irandam Ulagaporin Kadaisi Gundu,Athiyan Athirai,"Dinesh, Anandhi, Riythvika",,Neelam Productions,/wiki/Irandam_Ulagaporin_Kadaisi_Gundu,Tenma
234,2019,Iruttu,V. Z. Durai,"Sundar C, Sai Dhanshika, Sakshi Chaudhary",,Screen Scene Media Entertainment,/wiki/Iruttu,Girishh G.
235,2019,Jada,Kumaran,"Kathir, Roshini Prakash, Yogi Babu",,The Poet Studios,/wiki/Jada_(2019_film),
236,2019,50 Roova,G. Panneerselvam,"Akhil, Sunu Lakshmi, Manobala",,Ansari Media,,
237,2019,Capmaari,S. A. Chandrasekhar,"Jai, Vaibhavi Shandilya, Athulya Ravi",,Green Signal,/wiki/Capmaari,Siddharth Vipin
238,2019,Champion,Suseenthiran,"Vishwa, Mirnalini Ravi, Narain",,Kalanjiyam Cine Arts,/wiki/Champion_(2019_film),
239,2019,Chennai 2 Bangkok,Sathish Santhosh,"Jai Akash, Sony Charsitha, Yogi Babu",,Jai Balaji Movie Makers,/wiki/Chennai_2_Bangkok,"U. K. Murali,Akshay Jey,Divakar"
240,2019,Kaalidas,Sri Senthil,"Bharath, Ann Sheetal, Suresh Chandra Menon",,Incredible Productions,/wiki/Kaalidas,Vishal Chandrasekhar
241,2019,Karuthukalai Pathivu Sei,Rahul Paramahamsa,"SSR Aryan, Upasana RC",,RPM Cinemas,/wiki/Karuthukalai_Pathivu_Sei,Ganesh Raghavendra
242,2019,Manguni Pandiyargal,Jebaa,"Jebaa, Ashitha Sai, Vasu Vikram, Bonda Mani",,Golden Crow Films,,
243,2019,Marina Puratchi,M. S. Raj,"Naveen Kumar, Shruti Reddy",,J Studios,/wiki/Marina_Puratchi,Al Rufian
244,2019,Thirupathi Samy Kudumbam,Suresh Shanmugam,"JK, Jahin, Aishwarya Lakshmi, Mayilswamy",,JJ Good Films,,
245,2019,RK Nagar,Saravana Rajan,"Vaibhav, Sana Althaf, Sampath Raj",,Black Ticket Company,/wiki/RK_Nagar_(film),
246,2019,Hero,P. S. Mithran,"Sivakarthikeyan, Abhay Deol, Arjun, Kalyani Priyadarshan",,KJR Studios,/wiki/Hero_(2019_Tamil_film),
247,2019,Khyla,Baskar Sinouvassane,"Gogen, Baskar, Dana Naidu, Kausalya",,Budobas International Films,,
248,2019,Paramu,Manick Jai,"Manick Jai, Chithra",,Batrinath Lingeshwar Production,,
249,2019,Thambi,Jeethu Joseph,"Karthi, Jyothika, Sathyaraj, Nikhila Vimal",,Viacom 18,/wiki/Thambi_(2019_film),
250,2019,Virudhu,ADA Adhavan,"Achayan, Adhavan, Aadhi",,AD Adi Photos,,
251,2019,50/50,Krishna Sai,"Sethu, Sruthi Ramakrishnan",,Lipi Cine Crafts,/wiki/50/50_(2019_film),
252,2019,Naan Avalai Sandhitha Pothu,L. G. Ravichander,"Santhosh Prathap, Chandini Tamilarasan, Sujatha",,Cinema Platform,/wiki/Naan_Avalai_Sandhitha_Pothu,Jithesh Murugavel
253,2019,Pancharaaksharam,Balaji Vairamuthu,"Santhosh Prathap, Sana Althaf, Madhu Shalini",,Paradox Productions,/wiki/Pancharaaksharam,K. S. Sundaramurthy
254,2019,Sillu Karupatti,Halitha Shameem,"Samuthirakani, Sunaina, Leela Samson, Sara Arjun",,Divine Productions,/wiki/Sillu_Karupatti,"Pradeep Kumar,Pradeep Kumar"
255,2019,Udhay,Tamil Selvan,"Udhay, Leema Babu, Ambani Shankar",,Archers Production,,
256,2019,V1,Pavel Navageethan,"Ram Arun Castro, Vishnupriya, Lijesh",,Positive Print Studios,/wiki/V1_(film),
257,2017,Pachaikili Parimala,Madhubalan,"Damodaran, Sakthishree",Erotic,Sethu Medias,,
258,2017,Peiyena Peiyum Kurudhi,Sudhakar Shanmugam,"Jana, Seenivasan, Harish, Ganeshan, Robin",Thriller,Lion Hunters Productions,,
259,2017,Soorathengai,Sanjeev Srinivas Kanna,"Arvind Vinod, Eugina Samanthi, Theni Murugan",Action masala,Maruthi Films International,,
260,2017,Unnai Thottu Kolla Vaa,Krishnakumar,"Powerstar Srinivasan, Livingston, Ganja Karuppu",Horror,Kavibharathi Creations,,
261,2017,Bairavaa,Bharathan,"Vijay, Keerthy Suresh, Sathish, Jagapati Babu, Daniel Balaji",Action masala,Vijaya Productions,/wiki/Bairavaa,Santhosh Narayanan
262,2017,Koditta Idangalai Nirappuga,Parthiban,"Shanthanu Bhagyaraj, Parvatii Nair, Parthiban, Thambi Ramaiah",Comedy thriller,Reel Estate Company & Bioscope Film Frames,/wiki/Koditta_Idangalai_Nirappuga,C. Sathya
263,2017,Sivappu Enakku Pidikkum,Youreka,"Sandra Amy, Youreka",Drama,JSK Film Corporation & Youreka Film School,,
264,2017,Adhe Kangal,Rohin Venkatesan,"Kalaiyarasan, Sshivada, Janani Iyer, Bala Saravanan",Crime thriller,Thirukumaran Entertainment,/wiki/Adhe_Kangal_(2017_film),"Vedha,Vedha"
265,2017,Bogan,Lakshman,"Jayam Ravi, Arvind Swamy, Hansika Motwani, Varun, Akshara Gowda",Supernatural thriller,Prabhu Deva Studios,/wiki/Bogan_(film),
266,2017,Enakku Vaaitha Adimaigal,Mahendran Rajamani,"Jai, Pranitha, Karunakaran, Kaali Venkat",Comedy,Vansan Movies,/wiki/Enakku_Vaaitha_Adimaigal,Santhosh Dhayanidhi
267,2017,Si3,Hari,"Suriya, Shruti Haasan, Anushka Shetty, Thakur Anoop Singh",Action masala,Studio Green,/wiki/Si3_(film),
268,2017,Pragamiyam,Prathap,"Prathap, Parvathy, Subha",Drama,Steel Toe Productions,,
269,2017,Ennodu Vilayadu,Arun Krishnaswami,"Bharath, Kathir, Chandini Tamilarasan, Sanchita Shetty",Thriller drama,Toronto Reels & Reyan Studios,/wiki/Ennodu_Vilayadu,"A. Moses,Sudharshan M. Kumar"
270,2017,Kadhal Kan Kattuthe,Shivaraj,"KG, Athulya, Aneeruth",Romance,Kovai Film Mates,/wiki/Kadhal_Kan_Kattuthe,Pavan
271,2017,Pagadi Aattam,Ram K. Chandran,"Rahman, Akhil, Gowri Nandha",Thriller,Bharani Movies & Marram Movies,/wiki/Pagadi_Aattam,Karthik Raja
272,2017,Rum,Sai Bharath,"Hrishikesh, Sanchita Shetty, Narain, Miya",Horror,All In Pictures,/wiki/Rum_(film),
273,2017,Kanavu Variyam,Arun Chidambaram,"Arun Chidambaram, Jiya Shankar, Yog Japee",Drama,DCKAP Cinemas,/wiki/Kanavu_Variyam,Shyam Benjamin
274,2017,Muthuramalingam,Rajadurai,"Gautham Karthik, Priya Anand, Napoleon",Action masala,Global Media Works,/wiki/Muthuramalingam,Ilaiyaraaja
275,2017,Yaman,Jeeva Shankar,"Vijay Antony, Miya, Thiagarajan",Political thriller,Lyca Productions & Vijay Antony Film Corporation,/wiki/Yaman_(film),
276,2017,Kuttram 23,Arivazhagan,"Arun Vijay, Mahima Nambiar, Aravind Akash, Vamsi Krishna",Crime thriller,Ice Entertainment & Redan Studios,/wiki/Kuttram_23,Vishal Chandrasekhar
277,2017,Mupparimanam,Adhirooban,"Shanthanu Bhagyaraj, Srushti Dange, Skanda Ashok",Romantic thriller,Shamayalaya Creations,/wiki/Mupparimanam,G. V. Prakash Kumar
278,2017,Yaakkai,Kuzhandai Velappan,"Kreshna, Swathi Reddy, Prakash Raj, Guru Somasundaram",Romantic thriller,Prim Pictures,/wiki/Yaakkai,Yuvan Shankar Raja
279,2017,Motta Shiva Ketta Shiva,Sai Ramani,"Raghava Lawrence, Nikki Galrani, Sathyaraj, Ashutosh Rana",Action masala,Super Good Films,/wiki/Motta_Shiva_Ketta_Shiva,Amresh Ganesh
280,2017,Maanagaram,Lokesh Kanagaraj,"Sundeep Kishan, Sri, Regina Cassandra, Ramdoss",Action thriller,Potential Studios,/wiki/Maanagaram,Javed Riaz
281,2017,Nisabdham,Michael Arun,"Ajay, Abhinaya, Kishore, Sathanya",Drama,Miracle Pictures,/wiki/Nisabdham,Shawn Jazeel
282,2017,Bruce Lee,Prashanth Pandiraj,"G. V. Prakash Kumar, Kriti Kharbanda, Bala Saravanan",Comedy,Kenanya Films & PK Film Factory,/wiki/Bruce_Lee_(2017_film),
283,2017,Kanna Pinna,Thiya Nair,"Thiya Nair, Anjali Rao, Shiva",Comedy,SS Big Cinemas & Mehak Production,,
284,2017,Kattappava Kanom,Mani Seiyon,"Sibi Sathyaraj, Aishwarya Rajesh, Chandini Tamilarasan",Comedy,WindChimes Media Entertainments,/wiki/Kattappava_Kanom,Santhosh Dhayanidhi
285,2017,Oru Mugathirai,R. Senthilnadan,"Rahman, Suresh, Aditi Gururaj",Thriller,Sree Sai Vignesh Studios,/wiki/Oru_Mugathirai,Premkumar Sivaperuman
286,2017,Vaanga Vaanga,N. P. Ismail,"Vicky, Shreya Sri, Niveditha, Powerstar Srinivasan, Appukutty",Horror comedy,Friends Pictures,,
287,2017,1 A.M,Rahul,"Mohan, Sasvatha",Horror,RPM Cinemas & MPM Productions,,
288,2017,Sai Sathyam,"Karthik Raj, Niranjana",Horror,LPS Films,[47],,
289,2017,Dhayam,Kannan Rangaswamy,"Santhosh Prathap, Jayakumar, Iraa Agarwal, Aanchal Singh",Thriller,Future Film Factory International,/wiki/Dhayam,Sathish Selvam
290,2017,Enkitta Mothathe,Ramu Chellappa,"Natty, Rajaji, Sanchita Shetty, Parvathy Nair",Action masala,KV Films & Eros International,/wiki/Enkitta_Mothathe_(2017_film),Ilaiyaraaja
291,2017,Kadugu,Vijay Milton,"Bharath, Rajakumaran, Subiksha, Radhika Prasidhha",Drama,Rough Note Production & Sakthi Film Factory,/wiki/Kadugu,"S. N. Arunagiri,Anoop Seelin"
292,2017,Paambhu Sattai,Adam Dasan,"Bobby Simha, Keerthy Suresh, Muktha",Action thriller,Manobala's Picture House & Cinema City,/wiki/Paambhu_Sattai,Ajeesh
293,2017,Vaigai Express,Shaji Kailas,"R. K., Neetu Chandra, Iniya, Komal Sharma",Crime thriller,Makkal Paasarai,/wiki/Vaigai_Express_(film),
294,2017,Arasakulam,Kumar Maaran,"Rathan Mouli, Nayana Nair, Rajashree",Action masala,BR Sain Films,,
295,2017,Attu,Rathan Linga,"Rishi Rithvik, Archana Ravi, Yogi Babu",Action drama,Studio 9 & Dream Icon Film Production,,
296,2017,Dora,Doss Ramasamy,"Nayanthara, Sulile Kumar, Harish Uthaman, Thambi Ramaiah",Horror,A Sarkunam Cinemaz & Nemichand Jabak Productions,/wiki/Dora_(2017_film),
297,2017,Kavan,K. V. Anand,"Vijay Sethupathi, Madonna Sebastian, T. Rajendar, Vikranth",Social thriller,AGS Entertainment,/wiki/Kavan_(film),
298,2017,Naalu Perukku Nallathunna Ethuvum Thappila,Dinesh Selvaraj,"Karthik Raj, Shariya, Jagadeesh Kanna, Evansree",Action,Alpha Studios,,"Navin,Bjorn Surrao"
299,2017,Sevili,R. Ananth,"Arvind Roshan, Krithi Shetty, Shakeela",Romance,MKM Films,,
300,2017,8 Thottakkal,Sri Ganesh,"Vetri, Aparna Balamurali, Nassar, M. S. Bhaskar",Crime thriller,Vetrivel Saravana Cinemas & Big Print Pictures Production & Sakthi Film Factory,/wiki/8_Thottakkal,KS Sundaramurthy
301,2017,Julieum 4 Perum,Satheesh Kumar,"Amudhavanan, George, Yoganand, Satheesh Kumar, Alya Mansa",Comedy,Sahana Studios,/wiki/Julieum_4_Perum,Raghu Sravan Kumar
302,2017,Kaatru Veliyidai,Mani Ratnam,"Karthi, Aditi Rao Hydari",Romance,Madras Talkies,/wiki/Kaatru_Veliyidai,"A. R. Rahman,Qutub,Kripa"
303,2017,Senjittale En Kadhala,Ezhil Durai,"Ezhil Durai, Madhumila, Abhinaya",Romance,SB Entertainment,/wiki/Senjittale_En_Kadhala,F. Raj Bharath
304,2017,Viruthachalam,Rathan Ganapathy,"Virudhagiri, Swetha, Sameera, Shireen Taha",Masala,Lakshmi Ammal Films,,
305,2017,Kadamban,Ragavan,"Arya, Catherine Tresa, Deepraj Rana",Action,Super Good Films,/wiki/Kadamban,Yuvan Shankar Raja
306,2017,Pa Paandi,Dhanush,"Rajkiran, Prasanna, Chaya Singh, Revathi",Drama,Wunderbar Films & K Productions,/wiki/Pa_Paandi,Sean Roldan
307,2017,Shivalinga,P. Vasu,"Raghava Lawrence, Ritika Singh, Shakthi, Vadivelu",Horror masala,Trident Arts,/wiki/Shivalinga_(2017_film),
308,2017,Ilai,Binish Raj,"Swathy Narayanan, Jenish, Sujeeth",Drama,Action Reaction Productions,/wiki/Ilai,Vishnu V. Divakaran
309,2017,Nagarvalam,Marxx,"Yuthan Balaji, Deekshitha Manikkam, Bala Saravanan",Romantic thriller,Redcarpet Production,/wiki/Nagarvalam,Pawan Karthick
310,2017,Ayyanar Veethi,Gipsy N. Rajkumar,"Yuvan, Sara Shetty, K. Bhagyaraj, Ponvannan, Chinchu Mohan",Drama,Sri Sai Shanmugar Pictures,/wiki/Ayyanar_Veethi,U. K. Murali
311,2017,Baahubali: The Conclusion,S. S. Rajamouli,"Prabhas, Anushka Shetty, Rana Daggubati, Sathyaraj",Fantasy,Arka Media Works & K Productions,/wiki/Baahubali:_The_Conclusion,M. M. Keeravani
312,2017,Aarambamae Attakasam,Ranga,"Lollu Sabha Jeeva, Sangeetha Bhat, Pandiarajan, Vaiyapuri",Romantic comedy,Swathi Film Circuit,,
313,2017,Enga Amma Rani,Baani,"Dhansika, Varnika, Varsha",Horror drama,MK Films,/wiki/Rani_(2017_film),Ilaiyaraaja
314,2017,Saaya,V. S. Pazhanivel,"Sonia Agarwal, Santhosh Khanna, Gayatri Rema",Horror drama,Amma Appa Cine Pictures,,
315,2017,Lens,Jayaprakash Radhakrishnan,"Jayaprakash Radhakrishnan, Misha Ghoshal, Aswathy Lal",Thriller drama,Grassroot Film Company & Mini Studio,/wiki/Lens_(film),
316,2017,Mangalapuram,R. Gopal,"Yathavan, Gayathri, Delhi Ganesh, Ajay Rathnam",Horror drama,Sri Angalamman Movies,,
317,2017,Saravanan Irukka Bayamaen,Ezhil,"Udhayanidhi Stalin, Regina Cassandra, Soori, Srushti Dange",Comedy,Red Giant Movies,/wiki/Saravanan_Irukka_Bayamaen,D. Imman
318,2017,Thirappu Vizha,K. G. Veeramani,"Jeya Anand, Manisha Jith, Manobala",Drama,Infar Films,,
319,2017,Yeidhavan,Sakthi Rajasekaran,"Kalaiyarasan, Satna Titus, Vela Ramamoorthy",Action thriller,Friends Festival Films,/wiki/Yeidhavan,Paartav Barggo
320,2017,Inayathalam,Shankar & Suresh,"Ganesh Venkatraman, Swetha Menon, Erode Mahesh",Crime thriller,Anugraha Art Films,/wiki/Inayathalam,Arrol Corelli
321,2017,Indira Kobai,Vijay T. Alexander,"Raju, Asha Latha, Vikki",Drama,A Na Aayum Creations,,
322,2017,Keikraan Meikkiran,Sam Immanuel,"Sabapathy, Lughna Ameer, Aadukalam Naren",Romantic comedy,Aswika Creations,,
323,2017,Sangili Bungili Kadhava Thorae,Ike Radha,"Jiiva, Sri Divya, Soori, Raadhika",Horror comedy,Fox Star Studios & A for Apple Production,/wiki/Sangili_Bungili_Kadhava_Thorae,Vishal Chandrasekhar
324,2017,Veera Vamsam,Bhagavathi Bala,"Selva, Anitha, Radha Ravi",Action masala,Sri Periya Nayagi Amman Films,,
325,2017,Brindavanam,Radha Mohan,"Arulnithi, Tanya, Vivek",Comedy drama,Vansan Movies,/wiki/Brindavanam_(2017_film),
326,2017,Thondan,Samuthirakani,"Vikranth, Samuthirakani, Sunaina",Drama,Vasundara Devi Cine Films,/wiki/Thondan_(2017_film),Rajan Sarma
327,2017,7 Naatkal,Gautham,"Shakthi, Nikesha Patel, Ganesh Venkatraman, Angana Roy",Crime thriller,Million Dollar Movies,/wiki/7_Naatkal,Vishal Chandrasekhar
328,2017,Bongu,Taj,"Natarajan Subramaniam, Ruhi Singh, Manisha Shree",Heist thriller,RT Infinity Deal Entertainment,/wiki/Bongu_(film),
329,2017,Munnodi,S. P. T. A. Kumar,"Harish, Yamini Bhaskar, Sijoy Varghese, Suja Varunee",Masala,Swastik Cine Vision,/wiki/Munnodi,K Prabu Shankar
330,2017,Neethan Raja,Niranjan,"Niranjan, Gayathri, Leema",Drama,Ranjanee Cinemas,,
331,2017,Oru Iyakkunarin Kadhal Diary,Velu Prabhakaran,"Velu Prabhakaran, Pon Swathi",Romance,JK Studios,/wiki/Oru_Iyakkunarin_Kadhal_Diary,Ilaiyaraaja
332,2017,Oru Kidayin Karunai Manu,Suresh Sangaiah,"Vidharth, Raveena Ravi",Comedy drama,Eros International,/wiki/Oru_Kidayin_Karunai_Manu,R. Raghuram
333,2017,Tubelight,Indra,"Indra, Adithi Krishna, Pandiarajan",Comedy,Ostrich Films,/wiki/Tubelight_(2017_Tamil_film),
334,2017,Vilayattu Aarambam,"Vijay R. Anand,A. R. Surriyan","Yuvan, Shravya, Riyaz Khan, Srinivasan",Action thriller,Mag5 Studios,/wiki/Vilayattu_Aarambam,Srikanth Deva
335,2017,Rangoon,Rajkumar Periasamy,"Gautham Karthik, Sana Makbul",Crime thriller,ARM Productions & Fox Star Studios,/wiki/Rangoon_(2017_Tamil_film),
336,2017,Sathriyan,S. R. Prabhakaran,"Vikram Prabhu, Manjima Mohan, Aishwarya Dutta",Action drama,Sathya Jyothi Films,/wiki/Sathriyan_(2017_film),Ilaiyaraaja
337,2017,Peechankai,Ashok,"R. S. Karthik, Anjali Rao, Vivek Prasanna, M. S. Bhaskar",Comedy,Karsa entertainment,/wiki/Peechankai,Balamurali Balu
338,2017,Maragadha Naanayam,A. R. K. Saravan,"Aadhi, Nikki Galrani",Fantasy adventure comedy,Axess Film Factory,/wiki/Maragadha_Naanayam,Dhibu Ninan Thomas
339,2017,Thangaratham,P. Balamurugan,"Vettrii, Adithi Krishna, Rajendran, Aadukalam Naren",Drama,NTC Media & V Care Productions,,
