,year,title,director,cast,genre,producer
1,2020,Anantha Veedu,Sugumaran,"Sugumaran, Shivayam, Nagarajan",null,Nila Movie Makers
2,2020,Ayya Ullen Ayya,Erode Soundar,"Kabilesh, Prarthana Sandeep, Livingston, Manobala",null,Veera Sri Santhana Karuparayan
3,2020,En Sangathu Aala Adichavan Evanada,Naveen Manikandan,"Vikkas, Madhumitha, Ramar, Udayabhanu",null,SH Media Dreams
4,2020,Kadhal Vizhigal,Sri Sumathy,"Jayabalan, Sri Sumathy",null,Sri Sumathy
5,2020,Pachai Vilakku,Maran,"Maran, Theesha, Imman Annachi, Manobala",null,Digithink Mediawork
6,2020,Pizhai,Rajavel Krishnaa,"Kakka Muttai Ramesh, Appa Nasath, Mime Gopi, Charle",null,Turning Point Productions
7,2020,Thedu,Suci Easwar,"Sanjay, Meghana, Sivakasi Murgesan, Kamaraj",null,Kishore Cine Arts
8,2020,Thottu Vidum Thooram,V. P. Nageswaran,"Vivek Raj, Monica Chinnakotla, Livingston, Seetha",null,Usha Cine Creations
9,2020,Darbar,AR Murugadoss,"Rajinikanth, Nayanthara, Nivetha Thomas, Suniel Shetty",null,Lyca Productions
10,2020,Pattas,R. S. Durai Senthilkumar,"Dhanush, Sneha, Mehreen Pirzada, Naveen Chandra",null,Sathya Jyothi Films
11,2020,Psycho,Mysskin,"Udhayanidhi Stalin, Aditi Rao Hydari, Nithya Menen",null,Double Meaning Production
12,2020,Rajavukku Check,Sai Rajkumar,"Cheran, Srushti Dange, Sarayu Mohan, Nandana Varma",null,Pallatte Kokkatt Film House
13,2020,Taana,Yuvaraj Subramani,"Vaibhav, Nandita Swetha, Yogi Babu",null,Nobel Movies Production
14,2020,Dagaalty,Vijay Anand,"Santhanam, Rittika Sen, Yogi Babu",null,Hand Made Films
15,2020,Maayanadhi,Ashok Thiagarajan,"Abi Saravanan, Venba, Aadukalam Naren",null,Raji Nila Mukil Films
16,2020,Utraan,O. Rajagajini,"Roshan Udayakumar, Heroshini Komali, Priyanka Nair",null,Sat Cinemas
17,2020,Vanmurai,Manjith Divakar,"R. K. Suresh, Vinoth Kishan, Charmila, Vigil Varhese",null,Arya Aadhi International Movies
18,2020,Naadodigal 2,Samuthirakani,"Sasikumar, Anjali, Athulya Ravi",null,Madras Enterprises
19,2020,Adavi,G. Ramesh,"Vinoth Kishan, Ammu Abirami, Attapadi Radhakrishnan",null,Shri Krish Pictures
20,2020,Pulikodi Devan,S. P. Raaj Prabhu,"V. Krishnaswamy, Amala Maria",null,Chozha Nadu Talkies
21,2020,Sandimuni,Milka S. Selvakumar,"Natty, Manisha Yadav, Yogi Babu",null,Sivam Media Works
22,2020,Seeru,Rathina Siva,"Jiiva, Riya Suman, Gayathri Krishnaa, Navdeep",null,Vels Film International
23,2020,Vaanam Kottattum,Dhana,"Sarathkumar, Radhika, Vikram Prabhu, Aishwarya Rajesh",null,Madras Talkies
24,2020,Jasmine,Jegansaai,"Anicka Vikhraman, Dravidan, Elango Ponniah",null,Sri Sivaji Cinemas
25,2020,Day Knight,N. K. Kandi,"Aadarsh, Finny Mathew, Vipin Thomas",null,Futurz International
26,2020,Naan Sirithaal,Raana,"Hiphop Tamizha, Iswarya Menon",null,Avni Movies
27,2020,Oh My Kadavule,Ashwath Marimuthu,"Ashok Selvan, Ritika Singh, Vani Bhojan",null,Axess Film Factory
28,2020,Baaram,Priya Krishnaswamy,"Raju, Stella Gobi",null,Reckless Roses
29,2020,God Father,Jegan Rajshekar,"Natty, Lal, Ananya",null,GS Arts
30,2020,Kutty Devathai,K. Alexander,"Chozhavendhan, Teja Reddy, Vela Ramamoorthy",null,Jai Shakthi Movies
31,2020,Kanni Maadam,Bose Venkat,"Sriram Karthick, Saya Devi, Murugadoss, Mime Gopi",null,MSM Movie Traders
32,2020,Mafia: Chapter 1,Karthick Naren,"Arun Vijay, Priya Bhavani Shankar, Prasanna",null,Lyca Productions
33,2020,Meendum Oru Mariyathai,Bharathiraja,"Bharathiraja, Nakshatra",null,Manoj Creations
34,2020,Draupathi,Mohan G,"Richard Rishi, Sheela Rajkumar, Karunas",null,GM Film Corporation
35,2020,Galtha,S. Hari Uthraa,"Antony Sagayaraj, Siva Nishanth, Ayraa Jain, Appukutty",null,Malar Movie Makers
36,2020,Irumbu Manithan,Disney,"Santhosh Prathap, Archana, Ganja Karuppu",null,Shankar Movies International
37,2020,Kadalil Kattumaramai,Yuvraj Munish,"Rakshan, Rithika, Elaya, Latha Sai",null,SB Shoba Movies
38,2020,Kannum Kannum Kollaiyadithaal,Desingh Periyasamy,"Dulquer Salmaan, Ritu Varma, Rakshan, Niranjani",null,Anto Joseph Film Company
39,2020,College Kumar,Hari Santhosh,"Prabhu, Rahul Vijay, Priya Vadlamani, Madhoo",null,M. R. Pictures
40,2020,Ettuthikkum Para,Keera,"Samuthirakani, Chandini Tamilarasan, Nitish Veera",null,Varnalaya Cine Creations
41,2020,Gypsy,Raju Murugan,"Jiiva, Natasha Singh, Sunny Wayne",null,Olympia Movies
42,2020,Indha Nilai Maarum,Arunkanth,"Ramkumar, Ashwin Kumar, Nivedhithaa Sathish",null,Panthalam Cinemas
43,2020,Velvet Nagaram,Manojkumar Natarajan,"Varalaxmi Sarathkumar, Ramesh Thilak",null,Makers Studios
44,2020,Asuraguru,A. Rajdeep,"Vikram Prabhu, Mahima Nambiar",null,JSB Film Studios
45,2020,Dharala Prabhu,Krishna Marimuthu,"Harish Kalyan, Tanya Hope, Vivek",null,Screen Scene Media Entertainment
46,2020,Kayiru,Ganesh,"S. R. Gunaa, Kavya Madhav, Cheranraj",null,Skyway Pictures
47,2020,Thanchamada Nee Yenakku,M. Charle,"Dileep Poonthura, Binees Baskar, Tiger Khan",null,RM Real Media
48,2020,Walter,U. Anbarasan,"Sibiraj, Shirin Kanchwala, Samuthirakani",null,11:11 Productions (P) Ltd
49,2020,Sethum Aayiram Pon,Anand Ravichandran,"Srilekha Rajendran, Nivedhithaa Sathish, Avinash Raghudevan",null,Wishberry Films
50,2020,Ponmagal Vandhal,J. J. Frederick,"Jyothika, Parthiban, K. Bhagyaraj",null,"2D Entertainment, Prime Video"
51,2020,Mamakiki,Shree KarthickG. RadhakrishnanSameer Bharath RamKarthik SivaVadivel,"Preetha Anandan, Ramesh Thilak, Dev",null,"Super Talkies, ZEE5"
52,2020,Penguin,Eashvar Karthic,"Keerthy Suresh, Linga, Madhampatty Rangaraj",null,"Stone Bench Films, Passion Studios, Prime Video"
53,2020,Yaadhumagi Nindraai,Gayathri Raguram,"Gayathri Raguram, Nivas Adithan, Sindhu Krishnan",null,"Suja Movies, ZEE5"
54,2020,Cocktail,Vijaya Murugan,"Yogi Babu, Mithun Maheswaran, KPY Bala, Kawin",null,"PG Media Works, ZEE5"
55,2020,Danny,LC Santhanamoorthy,"Varalaxmi Sarathkumar, Vela Ramamoorthy",null,PG Mediaworks
56,2020,Lock Up,SG Charles,"Vaibhav, Vani Bhojan, Venkat Prabhu",null,Shvedh Group
57,2020,4 January,null,null,null,null
58,2019,Devakottai Kadhal,A. R. Kashim,"Seenu, Suvitha, Ganja Karuppu",null,Abbas Movie Line
59,2019,Maanik,Martyn,"Ma Ka Pa Anand, Suza Kumar, Yogi Babu",null,Mohita Cine Talkies
60,2019,Sigai,Jagadeesan Subu,"Kathir, Raj Bharath, Meera Nair",null,Divine Studios
61,2019,Petta,Karthik Subbaraj,"Rajinikanth, Vijay Sethupathi, Trisha, Simran, Nawazuddin Siddiqui",null,Sun Pictures
62,2019,Viswasam,Siva,"Ajith Kumar, Nayanthara, Jagapathi Babu",null,Sathya Jyothi Films
63,2019,Charlie Chaplin 2,Sakthi Chidambaram,"Prabhu Deva, Nikki Galrani, Adah Sharma, Prabhu",null,Amma Creations
64,2019,Kuthoosi,Siva Sakthi,"Dileepan, Amala Rose Kurian, Yogi Babu",null,Sri Lakshmi Studios
65,2019,Simba,Arvind Sridhar,"Bharath, Premgi Amaren, Bhanu Sri Mehra, Swathi Deekshith",null,"Magic Chair Films, Yasodha Films"
66,2019,Pei Ellam Paavam,Deepak Narayan,"Arasu Nadarajan, Dona Shankar, Appukutty",null,Tharakan Cinemas
67,2019,Peranbu,Ram,"Mammootty, Anjali, Sadhana",null,Shree Rajalakshmi Films
68,2019,Sagaa,Murugesh,"Saran, Kishore, Sree Raam",null,Selly Cinemas
69,2019,Sarvam Thaala Mayam,Rajiv Menon,"G. V. Prakash Kumar, Aparna Balamurali, Nedumudi Venu, Vineeth",null,Mindscreen Cinemas
70,2019,Vantha Rajavathaan Varuven,Sundar C.,"Silambarasan, Megha Akash, Catherine Tresa, Ramya Krishnan",null,Lyca Productions
71,2019,Dhilluku Dhuddu 2,Rambala,"Santhanam, Shritha Sivadas, Deepti, Rajendran",null,Handmade Films
72,2019,Podhu Nalan Karudhi,Zion,"Santhosh Prathap, Adith Arun, Karunakaran, Subiksha, Anu Sithara",null,AVR Productions
73,2019,Avathara Vettai,Star Kunjumon,"V. R. Vinayak, Meera Nair, Radha Ravi",null,Star Kunjumon Productions
74,2019,Nethraa,A. Venkatesh,"Vinay, Thaman Kumar, Subiksha",null,"Swetha Cine Arts, Vengatesh Pictures"
75,2019,Urangapuli,M. S. Raj,Navin,null,"CJ Pictures, Naatchiyaal Films"
76,2019,Vaandu,Vashan Shaji,"Chinu, Guna, Shigaa, Allwin",null,MM Power Cine Creations
77,2019,Kalavu,Murali Karthik,"Kalaiyarasan, Karunakaran, Abhirami Iyer",null,"Spicy Cool Impressions, Big Print Pictures"
78,2019,Dev,Rajath Ravishankar,"Karthi, Rakul Preet Singh, Ramya Krishnan",null,Prince Pictures
79,2019,Chithiram Pesuthadi 2,Rajan Madhav,"Vidharth, Ajmal, Ashok, Gayathrie, Radhika Apte",null,Dream Bridge Productions
80,2019,Goko Mako,Arunkanth,"Ram Kumar, Dhanush, Sarah, Chaams, Delhi Ganesh",null,InfoPluto Media Works
81,2019,Kadhal Mattum Vena,Sam Khan,"Sam Khan, Elizabeth, Divyanganaa Jain",null,Luckky Studios
82,2019,To Let,Chezhiyan,"Santhosh Sreeram, Suseela, Dharun",null,Zha Cinema
83,2019,Arandavanuku Irundadhellam Pei,M. S. Selva,"P. Saravanan, Anu Krishna",null,KKP Vela Films
84,2019,Kanne Kalaimaane,Seenu Ramasamy,"Udhayanidhi Stalin, Tamannaah, Vadivukkarasi",null,Red Giant Movies
85,2019,LKG,K. R. Prabhu,"RJ Balaji, Priya Anand, Nanjil Sampath",null,Vels Film International
86,2019,Pettikadai,Esakki Karvannan,"Samuthirakani, Chandini Tamilarasan, Varsha Bollamma",null,Lakshmi Creations
87,2019,90ML,Anita Udeep,"Oviya, Anson Paul, Masoom Shankar, Monisha Ram, Bommu Lakshmi, Shree Gopika",null,Nviz Entertainment
88,2019,Adadae,Kamal Saromuni,"Aru Pazhani, Alexander Babu, Vikram Shadev, Saravanan",null,Creative Horse Entertainment
89,2019,Dha Dha 87,Vijay Sri,"Charuhasan, Janagaraj, Saroja, Anand Kumar",null,Kalai Cinemas
90,2019,Pirivadhillai,Seethapathy Ram,"Vivin, Nandhini",null,Sri Udhayam Studios
91,2019,Thadam,Magizh Thirumeni,"Arun Vijay, Tanya Hope, Smruthi Venkat, Vidya Pradeep",null,Redhan – The Cinema People
92,2019,Thirumanam,Cheran,"Umapathy Ramaiah, Kavya Suresh, Cheran, Sukanya",null,Preniss International
93,2019,Vilambaram,K. A. Suriyanithi,"Abhinay Vaddi, Haira, Aishwarya Rajesh, Thambi Ramaiah",null,Prince Film Factory
94,2019,Boomerang,R. Kannan,"Atharvaa, Megha Akash, Indhuja Ravichandran, Upen Patel",null,"Trident Arts, M.K.R.P. Productions"
95,2019,Kabilavasthu,Nesam Murali,"Nesam Murali, Viji",null,Buddha Films
96,2019,Pottu,Vadivudaiyan,"Bharath, Iniya, Namitha, Srushti Dange",null,Shalom Studios
97,2019,Sathru,Naveen Nanjundan,"Kathir, Srushti Dange, Neelima Rani, Suja Varunee",null,RT Entertainment
98,2019,Spot,VRR,"Kaushik, Agni Pawar, Nassar",null,RFI
99,2019,Aghavan,A. P. G. Elumalai,"Kishore Ravichandran, Chirashree Anchan, Nithya Shetty",null,RBK Movies
100,2019,Gilli Bambaram Goli,D. Manoharan,"Deepti Shetty, Naresh, Prasath Karthik",null,Shri Sai Film Circuit
101,2019,Ispade Rajavum Idhaya Raniyum,Ranjit Jeyakodi,"Harish Kalyan, Shilpa Manjunath, Ma Ka Pa Anand, Bala Saravanan",null,Madhav Media
102,2019,July Kaatril,K. C. Sundaram,"Ananth Nag, Anju Kurian, Samyuktha Menon, Paloma Monnappa, Sathish",null,Kaviya Entertainments
103,2019,Nedunalvaadai,Selvakannan,"Poo Ram, Mime Gopi, Elvis Alexander, Anjali Nair",null,B Star Production
104,2019,Agni Devi,John Paul Raj,"Bobby Simha, Ramya Nambeesan, Madhoo",null,"Seatoa Studios, Jai Film Productions"
105,2019,Embiran,Krishna Pandi,"Rejith Menon, Radhika Preeti, Moulee",null,Panchavarnam Films
106,2019,Maanasi,Navaz Suleiman,"Naresh Madeswar, Harissa Begum, Thavasi",null,"MJ Films, Movie Masons"
107,2019,Neerthirai,P. S. Dharan,"Nassar, Thalaivasal Vijay, Rohini, Ashwin Kakumanu",null,N Media
108,2019,Pattipulam,Suresh,"Veerasamar, Amitha, Yogi Babu",null,Chandraa Media Vision
109,2019,Saaral,DRL,"Azhar, Sri Priyanka, Kadhal Sukumar",null,Rainbow Movie Makers
110,2019,Settaikkaranga,M. Muthu Manickam,"Naren, Divya",null,Diva Dika Films
111,2019,Airaa,Sarjun K. M.,"Nayanthara, Kalaiyarasan, Yogi Babu, Kulappuli Leela",null,KJR Studios
112,2019,Super Deluxe,Thiagarajan Kumararaja,"Vijay Sethupathi, Fahadh Faasil, Samantha, Ramya Krishnan, Mysskin",null,"Kino Fist, East West Dream Works Entertainment, Alchemy Vision Workz"
113,2019,Natpe Thunai,Parthiban Desingu,"Hiphop Tamizha, Anagha, Karu Pazhaniappan",null,Avni Cinemax
114,2019,Ganesha Meendum Santhipom,Rateesh Erate,"Prithvi Rajan, Devika, Oviya, Singampuli",null,"Hari Geetha Pictures, Skyway Pictures"
115,2019,Kuppathu Raja,Baba Bhaskar,"G. V. Prakash Kumar, Parthiepan, Palak Lalwani",null,S Focuss
116,2019,Kudimagan,Sathieshwaran,"Jaikumar, Akash, Nanditha Jennifer",null,Jeevamalar Sathieshwaran Movies
117,2019,Oru Kadhai Sollatuma,Prasad Prabhakar,Resul Pookutty,null,Palmstone Media
118,2019,Uriyadi 2,Vijay Kumar,"Vijay Kumar, Vismaya, Sudhakar",null,2D Entertainment
119,2019,Gangs of Madras,C. V. Kumar,"Priyanka Ruth, Daniel Balaji, Ashok",null,Thirukumaran Entertainment
120,2019,Rocky: The Revenge,K. C. Bokadia,"Srikanth, Eshanya Maheshwari, Sayaji Shinde",null,BMB Music and Magnetics
121,2019,Watchman,A. L. Vijay,"G. V. Prakash Kumar, Samyuktha Hegde, Raj Arjun",null,Double Meaning Productions
122,2019,Zhagaram,Krish,"Nandha, Eden Kuriakose, Vishnu Bharath",null,Katheer Films
123,2019,Kanchana 3,Raghava Lawrence,"Raghava Lawrence, Vedhika, Oviya, Nikki Tamboli",null,Sun Pictures
124,2019,Mehandi Circus,Saravana Rajendran,"Madhampatty Rangaraj, Shweta Tripathi",null,Studio Green
125,2019,Vellai Pookal,Vivek Elangovan,"Vivek, Charle, Dev, Pooja Devariya",null,Indus Arts
126,2019,Alagarum Rendu Allakaium,K. Thambidurai,"K. Thambidurai, Deepa",null,Aravind Arts
127,2019,Mudivilla Punnagai,Arokiasamy Clement,"Cool Suresh, Rakshita, Nellai Siva",null,Goodson Creations
128,2019,Devarattam,M. Muthaiah,"Gautham Karthik, Manjima Mohan, Soori",null,Studio Green
129,2019,K-13,Barath Neelakantan,"Arulnithi, Shraddha Srinath, Gayathrie, Yogi Babu",null,SP Cinemas
130,2019,Thanimai,S. Sivaraman,"Sonia Agarwal, Sandy, Ganja Karuppu",null,Foot Steps Production
131,2019,Thanthai Sol Mikka Manthiram Illai,Sivabalakrishnan,"Sivabalakrishnan, Priyanka Dharnae, Subramaniam",null,Agni Arunachalam Company
132,2019,Enge Sendrai En Uyire,R. V. Pandi,"Tharun, Rabiya, Ananya",null,Jemakara Films
133,2019,Kadhal Munnetra Kazhagam,Manicka Sathya,"Prithvi Rajan, Chandini Tamilarasan, Singampuli",null,Bluehills Production
134,2019,Kee,Kalees,"Jiiva, Nikki Galrani, Anaika Soti",null,Global Infotainment
135,2019,Unmaiyen Velicham,P. K. Sivakumar,"Kirthi Krishna, Nizhalgal Ravi, Vijay Aathik",null,Sree Sree Printers
136,2019,Vedhamanavan,M. Pughazhendi,"Mano Jeyanth, Urvashi Joshi, Delhi Ganesh",null,Chellam & Co Creations
137,2019,100,Sam Anton,"Atharvaa, Hansika Motwani, Yogi Babu",null,Auraa Cinemas
138,2019,Ayogya,Venkat Mohan,"Vishal, Raashi Khanna, Parthiban",null,Vishal Film Factory
139,2019,Jaikkapovadhu Yaaru,Shakthi Scott,"Shakthi Scott, Pandiarajan, Powerstar Srinivasan",null,Tittu Productions
140,2019,Monster,Nelson Venkatesan,"S. J. Surya, Priya Bhavani Shankar, Karunakaran",null,Potential Studios
141,2019,Mr Local,M. Rajesh,"Sivakarthikeyan, Nayanthara, Raadhika",null,Studio Green
142,2019,Natpuna Ennanu Theriyuma,ShivaKumar Arvind,"Kavin, Remya Nambeesan, Arunraja Kamaraj",null,Libra Productions
143,2019,Lisaa,Raju Vishwanath,"Anjali, Sam Jones, Makarand Deshpande, Yogi Babu",null,PG Media Works
144,2019,Neeya 2,L. K. Suresh,"Jai, Catherine Tresa, Raai Laxmi",null,Jumbo Films
145,2019,Oviyavai Vitta Yaru,Rajadurai,"Sanjeevi, Oviya, Ganja Karuppu, Vaiyapuri",null,Velammal Cine Creations
146,2019,Owdatham,Ramani,"S. Nethaji Prabhu, Samaira",null,Red Chilly Black Pepper Cinemas
147,2019,Perazhagi ISO,C. Vijayan,"Shilpa Manjunath, Vivek Raj, Sachu",null,Creamines Movie Makers
148,2019,Rusithu Paar En Anbe,Matthew Yuvani,"Matthew, Kumar, Jayan",null,Holyfire Films
149,2019,Vannakili Bharathi,Igore,"Vijay Karan, Manisha Jith, Ganja Karuppu",null,Film Puja
150,2019,Devi 2,A. L. Vijay,"Prabhu Deva, Tamannaah, Nandita Swetha",null,GV Films
151,2019,NGK,Selvaraghavan,"Suriya, Sai Pallavi, Rakul Preet Singh",null,Dream Warrior Pictures
152,2019,Thiruttu Kalyanam,Shakthivelan,"Rangayazhi, Tejaswi, Devadarshini, Thambi Ramaiah",null,Sri Senthoor Pictures
153,2019,7,Nizar Shafi,"Havish, Rahman, Regina Cassandra, Nandita Swetha",null,Kiran Studios
154,2019,Kolaigaran,Andrew Louis,"Vijay Antony, Arjun Sarja, Ashima Narwal",null,Diya Movies
155,2019,Game Over,Ashwin Saravanan,"Taapsee Pannu, Vinodhini, Anish Kuruvilla",null,Y NOT Studios
156,2019,Nenjamundu Nermaiyundu Odu Raja,Karthik Venugopalan,"Rio Raj, RJ Vigneshkanth, Shirin Kanchwala",null,Sivakarthikeyan Productions
157,2019,Suttu Pidikka Utharavu,Ramprakash Rayappa,"Vikranth, Mysskin, Suseenthiran, Athulya Ravi",null,Kalpataru Pictures
158,2019,Mosadi,K. Jagatheesan,"Viju Ayyapasamie, Pallavi Dora, Muthusamy",null,JCS Movies
159,2019,Thumbaa,Harish Ram,"Darshan, Keerthi Pandian, Dheena",null,Regal Reels
160,2019,Sindhubaadh,S. U. Arun Kumar,"Vijay Sethupathi, Anjali, Linga",null,"Vansan Movies, K Productions"
161,2019,Dharmaprabhu,S. Muthukumaran,"Yogi Babu, Karunakaran, Ramesh Thilak",null,Sri Vaari Films
162,2019,House Owner,Lakshmy Ramakrishnan,"Kishore, Sriranjini, Pasanga Kishore, Lovelyn Chandrasekhar",null,Monkey Creative Labs
163,2019,Jiivi,V. J. Gopinath,"Vetri, Monica Chinnakotla, Ashwini, Karunakaran",null,Vetrivel Saravana Cinemas
164,2019,Natchathira Jannalil,Jayamurugesan,"Abishek Kumaran, Anupriya, Bose Venkat",null,Om Siva Sakthi Muruga Films
165,2019,JULY,5,Enakku Innum Kalyanam Aakale,null,Murugalingam
166,2019,Kalavani 2,A. Sarkunam,"Vimal, Oviya, RJ Vigneshkanth, Saranya Ponvannan",null,Varmans Productions
167,2019,Raatchasi,Sy. Gowthamraj,"Jyothika, Poornima Bhagyaraj, Sathyan, Hareesh Peradi",null,Dream Warrior Pictures
168,2019,Bodhai Yeri Budhi Maari,Chandru,"Dheeraj, Dushara, Meera Mitun, Pradaini Surva",null,Rise East Entertainments
169,2019,Gorilla,Don Sandy,"Jiiva, Shalini Pandey, Sathish, Vivek Prasanna",null,All in Pictures
170,2019,Gurkha,Sam Anton,"Yogi Babu, Charle, Raj Bharath, Elyssa Erhardt",null,4 Monkeys Studios
171,2019,Thozhar Venkatesan,Mahashivan,"Harishankar, Monica Chinnakotla",null,Kaala Films
172,2019,Vennila Kabaddi Kuzhu 2,Selvasekaran,"Vikranth, Arthana Binu, Pasupathy, Kishore",null,Saai Arputham Cinemas
173,2019,Igloo,Bharath Mohan,"Amzath Khan, Anju Kurian, RJ Vigneshkanth",null,Drumsticks Productions
174,2019,Aadai,Rathnakumar,"Amala Paul, Ramya Subramanian, Vivek Prasanna",null,V Studios
175,2019,Kadaram Kondan,Rajesh Selva,"Vikram, Akshara Haasan, Abi Hassan",null,Raaj Kamal Films International
176,2019,Unarvu,Subu Venkat,"Suman, Aroul D. Shankar, Shinav, Ankitha",null,Amrutha Film Center
177,2019,A1,Johnson,"Santhanam, Tara Alisha Berry, Yatin Karyekar",null,CircleBox Entertainment
178,2019,Aaradi,Santhosh,"Vijayaraj, Deepika Rangaraj",null,Shiva Kudumbam Films
179,2019,Chennai Palani Mars,Biju Viswanath,"Praveen Raja, Rajesh Giriprasad, Rajkumar",null,Vijay Sethupathi Productions
180,2019,Kolanji,Dhanaram Saravanan,"Samuthirakani, Sanghavi, Rajaji, Naina Sarwar",null,White Shadows Productions
181,2019,Jackpot,Kalyaan,"Jyothika, Revathi, Yogi Babu, Rajendran",null,2D Entertainment
182,2019,Kazhugu 2,Sathyasiva,"Krishna, Bindu Madhavi, Kaali Venkat",null,Madukkur Movie Makers
183,2019,Thorati,P. Marimuthu,"Shaman Mithru, Sathyakala, Azhagu",null,Shaman Pictures
184,2019,Nerkonda Paarvai,H. Vinoth,"Ajith Kumar, Shraddha Srinath, Rangaraj Pandey",null,Zee Studios
185,2019,Kolaiyuthir Kaalam,Chakri Toleti,"Nayanthara, Bhumika Chawla, Rohini Hattangadi",null,Etcetera Entertainment
186,2019,Reel,Munuswamy,"Uday Raj, Avanthika",null,Sree Muruka Movie Makers
187,2019,Seemapuram,Jolyman,"Bruce Lee Rajesh, Vaishnavi, Jolyman",null,JTR Movie
188,2019,Valaiyal,A. Gurusekara,"Sakthee Sivan, Manoj Bharathiraja, Bhavya Sri",null,BR Movie Makers
189,2019,Comali,Pradeep Ranganathan,"Jayam Ravi, Kajal Aggarwal, Samyuktha Hegde",null,Vels Films International
190,2019,Maankutty,M. Boobalan,"Suresh, Hemalatha",null,V. N. Balan Pictures
191,2019,Puli Adichan Patti,Vaidyaa,"Vaidyaa, Ramesh",null,Kudavarasi Movie Creations
192,2019,Kennedy Club,Suseenthiran,"Sasikumar, Bharathiraja, Gayathrie",null,Nallusamy Pictures
193,2019,Bakrid,Jagadeesan Subu,"Vikranth, Vasundhara Kashyap, Rohit Pathak",null,M10 Productions
194,2019,Mei,S. A. Bhaskaran,"Nicky Sundaram, Aishwarya Rajesh, Kishore",null,Sundaram Productions
195,2019,Mayuran,Nandan Subbrayan,"Anjan Dev, Ashmitha Dogra, Vela Ramamoorthy",null,Pinnacle Film Studio
196,2019,Saaho,Sujeeth,"Prabhas, Shraddha Kapoor, Neil Nitin Mukesh, Arun Vijay",null,UV Creations
197,2019,Sixer,Chachi,"Vaibhav, Palak Lalwani, Sathish",null,Trident Arts
198,2019,Magamuni,Santhakumar,"Arya, Mahima Nambiar, Indhuja Ravichandran",null,Studio Green
199,2019,Sivappu Manjal Pachai,Sasi,"Siddharth, G. V. Prakash Kumar, Lijomol Jose, Kashmira Pardeshi",null,Abhishek Films
200,2019,Zombie,Bhuvan Nullan,"Yogi Babu, Yashika Aannand, Gopi Sudhakar",null,S3 Pictures
201,2019,En Kaadhali Scene Podura,Ram Sevaa,"Mahesh, Shalu Chourasiya, Gokulnath",null,Shankar Movies International
202,2019,Ongala Podanum Sir,R. L. Ravi-Sreejith Vijayan,"Jithan Ramesh, Sanuja Somanath, Jonita Doda",null,Zigma Films
203,2019,Perunali,Citizen Mani,"Jayan, Nitheka Sree, Citizen Mani",null,Margaret Anthony
204,2019,Kaappaan,K. V. Anand,"Suriya, Mohanlal, Arya, Sayyeshaa",null,Lyca Productions
205,2019,Oththa Seruppu Size 7,Parthiepan,Parthiepan,null,Bioscope Film Framers
206,2019,Super Duper,AK,"Dhruva, Indhuja, Sha Ra",null,Flux Films
207,2019,Namma Veettu Pillai,Pandiraj,"Sivakarthikeyan, Aishwarya Rajesh, Anu Emmanuel",null,Sun Pictures
208,2019,Thittam Poattu Thirudura Kootam,Sudhar,"Chandran, Satna Titus, Parthiepan",null,Two Movie Buffs
209,2019,100% Kadhal,M. M. Chandramouli,"G. V. Prakash Kumar, Shalini Pandey",null,"Creative Cinemas NY, NJ Entertainment"
210,2019,Asuran,Vetrimaaran,"Dhanush, Manju Warrier, Prakash Raj",null,V Creations
211,2019,Aruvam,Sai Sekhar,"Siddharth, Catherine Tresa, Kabir Duhan Singh",null,Trident Arts
212,2019,Petromax,Rohin Venkatesan,"Tamannaah, Yogi Babu, Kaali Venkat",null,Eagle's Eye Production
213,2019,Puppy,Natty Dev,"Varun, Samyuktha Hegde, Yogi Babu",null,Vels Film International
214,2019,Bow Bow,S. Pradeep Kilikar,"Master Ahaan, Shiva, Tejaswy",null,London Talkies
215,2019,Kaaviyyan,Sarathi,"Shaam, Sridevi Kumar, Athmiya Rajan",null,2m Cinemas
216,2019,Bigil,Atlee,"Vijay, Nayanthara, Jackie Shroff",null,AGS Entertainment
217,2019,Kaithi,Lokesh Kanagaraj,"Karthi, Narain, Dheena",null,Dream Warrior Pictures
218,2019,Butler Balu,M. L. Suthir,"Gautham Krishna, Shalini",null,Thozhaa Cine Creations
219,2019,Miga Miga Avasaram,Suresh Kamatchi,"Sri Priyanka, Arish Kumar, Muthuraman",null,V House Production
220,2019,Thavam,"Vijay Anand, Suriyan","Vasi Ashif, Pooja Shree, Seeman",null,Ashif Film International
221,2019,Action,Sundar C,"Vishal, Tamannaah, Aishwarya Lekshmi",null,Trident Arts
222,2019,Sangathamizhan,Vijay Chander,"Vijay Sethupathi, Nivetha Pethuraj, Raashi Khanna",null,Vijaya Productions
223,2019,Adithya Varma,Gireesaya,"Dhruv Vikram, Banita Sandhu, Priya Anand",null,E4 Entertainment
224,2019,K. D.,Madhumitha,"Mu Ramaswamy, Nagavishal, Yog Japee",null,Yoodlee Films
225,2019,Maggy,Kartikeyen,"Doubt Senthil, Kaala Pradeep, Reeya Harini",null,Sai Ganesh Pictures
226,2019,Panam Kaaikkum Maram,JP,"Akshay, Agalya, Badava Gopi, Bose Venkat",null,Dharsh Show Company
227,2019,Pei Vaala Pudicha Kadha,Mankavasagam,"Anureethu, Dhivas, Motta Ravi, Nellai Siva",null,Konoornadu Films
228,2019,Adutha Saattai,M. Anbazhagan,"Samuthirakani, Thambi Ramaiah, Athulya Ravi",null,11: 11 Productions
